date,year,month,day,hour,PM2.5,PM10,SO2,NO2,O3,Temprature,Pressure,RAIN
2014-01-31,2014,January,,14,76.0,92.0,64.0,34.0,41.0,3.6,1011.7,0.0
2014-01-31,2014,January,,15,103.0,123.0,59.0,38.0,40.0,3.1,1011.7,0.0
2014-01-31,2014,January,,16,122.0,151.0,53.0,43.0,36.0,2.8,1011.9,0.0
2014-01-31,2014,January,,17,140.0,154.0,53.0,45.0,32.0,2.6,1012.3,0.0
2014-01-31,2014,January,,18,144.0,156.0,53.0,51.0,25.0,2.9,1012.9,0.0
2014-01-31,2014,January,,19,137.0,154.0,51.0,51.0,17.0,2.9,1013.5,0.0
2014-01-31,2014,January,,20,138.0,157.0,52.0,58.0,6.0,2.7,1013.6,0.0
2014-01-31,2014,January,,21,151.0,171.0,56.0,64.0,1.0,2.5,1013.4,0.0
2014-01-31,2014,January,,22,150.0,175.0,56.0,59.0,1.0,2.1,1013.6,0.0
2014-01-31,2014,January,,23,151.0,176.0,54.0,61.0,1.0,2.3,1013.5,0.0
2014-02-01,2014,February,Monday,0,156.0,167.0,39.0,66.0,1.0,1.8,1012.8,0.0
2014-02-01,2014,February,Monday,1,152.0,156.0,33.0,68.0,1.0,1.6,1012.9,0.0
2014-02-01,2014,February,Monday,2,157.0,167.0,52.0,76.0,1.0,1.6,1012.7,0.0
2014-02-01,2014,February,Monday,3,152.0,166.0,64.0,62.0,6.0,1.8,1012.1,0.0
2014-02-01,2014,February,Monday,4,154.0,165.0,59.0,73.0,1.0,1.8,1011.8,0.0
2014-02-01,2014,February,Monday,5,162.0,167.0,69.0,77.0,1.0,1.6,1011.6,0.0
2014-02-01,2014,February,Monday,6,165.0,161.0,75.0,82.0,1.0,1.7,1011.5,0.0
2014-02-01,2014,February,Monday,7,169.0,164.0,66.0,83.0,1.0,2.1,1011.8,0.0
2014-02-01,2014,February,Monday,8,162.0,159.0,76.0,83.0,1.0,2.5,1012.1,0.0
2014-02-01,2014,February,Monday,9,164.0,159.0,68.0,84.0,1.0,2.7,1012.3,0.0
2014-02-01,2014,February,Monday,10,154.0,152.0,76.0,82.0,1.0,3.8,1012.1,0.0
2014-02-01,2014,February,Monday,11,137.0,125.0,87.0,73.0,1.0,4.5,1011.3,0.0
2014-02-01,2014,February,Monday,12,103.0,83.0,69.0,63.0,2.0,4.8,1010.0,0.0
2014-02-01,2014,February,Monday,13,106.0,83.0,49.0,60.0,5.0,4.9,1009.0,0.0
2014-02-01,2014,February,Monday,14,118.0,105.0,45.0,68.0,1.0,4.7,1008.8,0.0
2014-02-01,2014,February,Monday,15,86.0,66.0,43.0,61.0,2.0,4.6,1008.7,0.0
2014-02-01,2014,February,Monday,16,110.0,108.0,40.0,69.0,1.0,4.0,1007.9,0.0
2014-02-01,2014,February,Monday,17,104.0,86.0,37.0,68.0,1.0,3.6,1007.6,0.0
2014-02-01,2014,February,Monday,18,106.0,88.0,31.0,65.0,1.0,3.4,1007.5,0.0
2014-02-01,2014,February,Monday,19,118.0,112.0,26.0,64.0,1.0,3.2,1007.6,0.0
2014-02-01,2014,February,Monday,20,116.0,109.0,27.0,62.0,1.0,2.8,1007.3,0.0
2014-02-01,2014,February,Monday,21,148.0,158.0,28.0,57.0,4.0,2.5,1006.8,0.0
2014-02-01,2014,February,Monday,22,127.0,123.0,27.0,58.0,3.0,2.4,1006.7,0.0
2014-02-01,2014,February,Monday,23,127.0,121.0,27.0,59.0,1.0,2.3,1006.3,0.0
2014-02-02,2014,February,Tuesday,0,137.0,135.0,29.0,61.0,1.0,2.2,1005.7,0.0
2014-02-02,2014,February,Tuesday,1,137.0,137.0,30.0,61.0,1.0,2.2,1005.9,0.0
2014-02-02,2014,February,Tuesday,2,144.0,142.0,28.0,64.0,1.0,2.1,1005.7,0.0
2014-02-02,2014,February,Tuesday,3,151.0,159.0,28.0,63.0,1.0,2.0,1005.4,0.0
2014-02-02,2014,February,Tuesday,4,162.0,163.0,25.0,63.0,1.0,1.9,1005.2,0.0
2014-02-02,2014,February,Tuesday,5,170.0,170.0,24.0,63.0,1.0,1.5,1006.3,0.0
2014-02-02,2014,February,Tuesday,6,169.0,171.0,25.0,64.0,1.0,1.2,1006.2,0.0
2014-02-02,2014,February,Tuesday,7,159.0,156.0,25.0,67.0,1.0,1.1,1007.4,0.0
2014-02-02,2014,February,Tuesday,8,156.0,158.0,26.0,71.0,1.0,3.8,1007.7,0.0
2014-02-02,2014,February,Tuesday,9,128.0,117.0,52.0,69.0,4.0,7.6,1008.7,0.0
2014-02-02,2014,February,Tuesday,10,40.0,131.0,22.0,27.0,51.0,8.8,1009.3,0.0
2014-02-02,2014,February,Tuesday,11,24.0,171.0,11.0,21.0,62.0,8.9,1008.9,0.0
2014-02-02,2014,February,Tuesday,12,20.0,122.0,10.0,20.0,65.0,9.7,1008.6,0.0
2014-02-02,2014,February,Tuesday,13,20.0,97.0,9.0,15.0,72.0,9.1,1007.9,0.0
2014-02-02,2014,February,Tuesday,14,16.0,149.0,15.0,15.0,76.0,9.2,1008.6,0.0
2014-02-02,2014,February,Tuesday,15,18.0,115.0,18.0,16.0,74.0,8.4,1009.8,0.0
2014-02-02,2014,February,Tuesday,16,11.0,88.0,12.0,16.0,72.0,6.0,1010.7,0.0
2014-02-02,2014,February,Tuesday,17,13.0,66.0,7.0,15.0,65.0,4.7,1012.3,0.0
2014-02-02,2014,February,Tuesday,18,14.0,48.0,4.0,16.0,61.0,4.0,1013.4,0.0
2014-02-02,2014,February,Tuesday,19,11.0,36.0,4.0,18.0,58.0,3.2,1014.1,0.0
2014-02-02,2014,February,Tuesday,20,6.0,23.0,4.0,17.0,59.0,2.5,1014.6,0.0
2014-02-02,2014,February,Tuesday,21,9.0,17.0,3.0,14.0,61.0,2.2,1015.3,0.0
2014-02-02,2014,February,Tuesday,22,6.0,18.0,6.0,16.0,58.0,2.0,1016.0,0.0
2014-02-02,2014,February,Tuesday,23,4.0,12.0,4.0,12.0,62.0,1.9,1016.6,0.0
2014-02-03,2014,February,Wednesday,0,3.0,11.0,6.0,12.0,63.0,1.7,1017.5,0.0
2014-02-03,2014,February,Wednesday,1,8.0,17.0,7.0,12.0,63.0,1.0,1018.3,0.0
2014-02-03,2014,February,Wednesday,2,8.0,33.0,8.0,4.0,75.0,-0.2,1019.6,0.0
2014-02-03,2014,February,Wednesday,3,5.0,33.0,7.0,3.0,75.0,-1.2,1020.3,0.0
2014-02-03,2014,February,Wednesday,4,6.0,23.0,6.0,2.0,76.0,-2.4,1021.0,0.0
2014-02-03,2014,February,Wednesday,5,7.0,18.0,4.0,4.0,75.0,-3.4,1021.5,0.0
2014-02-03,2014,February,Wednesday,6,5.0,6.0,10.0,6.0,64.0,-3.5,1022.0,0.0
2014-02-03,2014,February,Wednesday,7,4.0,6.0,3.0,10.0,59.0,-3.2,1022.7,0.0
2014-02-03,2014,February,Wednesday,8,10.0,12.0,3.0,11.0,59.0,-2.4,1023.2,0.0
2014-02-03,2014,February,Wednesday,9,7.0,6.0,4.0,8.0,62.0,-1.2,1023.2,0.0
2014-02-03,2014,February,Wednesday,10,4.0,6.0,7.0,5.0,65.0,-0.5,1022.4,0.0
2014-02-03,2014,February,Wednesday,11,14.0,22.0,6.0,5.0,68.0,0.6,1022.4,0.0
2014-02-03,2014,February,Wednesday,12,9.0,8.0,5.0,7.0,69.0,1.1,1021.0,0.0
2014-02-03,2014,February,Wednesday,13,9.0,37.0,1.0,6.0,73.0,1.7,1020.1,0.0
2014-02-03,2014,February,Wednesday,14,4.0,36.0,1.0,7.0,74.0,1.5,1020.3,0.0
2014-02-03,2014,February,Wednesday,15,4.0,65.0,1.0,5.0,75.0,1.0,1020.4,0.0
2014-02-03,2014,February,Wednesday,16,8.0,83.0,1.0,5.0,74.0,0.5,1020.6,0.0
2014-02-03,2014,February,Wednesday,17,3.0,46.0,1.0,5.0,71.0,-0.4,1021.5,0.0
2014-02-03,2014,February,Wednesday,18,7.0,57.0,1.0,6.0,68.0,-0.8,1022.0,0.0
2014-02-03,2014,February,Wednesday,19,8.0,46.0,1.0,7.0,67.0,-1.3,1022.2,0.0
2014-02-03,2014,February,Wednesday,20,4.0,34.0,1.0,11.0,61.0,-2.3,1022.6,0.0
2014-02-03,2014,February,Wednesday,21,6.0,31.0,2.0,15.0,55.0,-2.6,1022.6,0.0
2014-02-03,2014,February,Wednesday,22,6.0,37.0,9.0,17.0,52.0,-1.9,1022.8,0.0
2014-02-03,2014,February,Wednesday,23,5.0,22.0,1.0,8.0,62.0,-2.1,1023.1,0.0
2014-02-04,2014,February,Thursday,0,7.0,19.0,1.0,2.0,70.0,-2.5,1023.8,0.0
2014-02-04,2014,February,Thursday,1,5.0,15.0,1.0,2.0,71.0,-3.5,1024.2,0.0
2014-02-04,2014,February,Thursday,2,7.0,8.0,1.0,2.0,71.0,-3.6,1024.1,0.0
2014-02-04,2014,February,Thursday,3,3.0,13.0,1.0,2.0,68.0,-4.4,1024.2,0.0
2014-02-04,2014,February,Thursday,4,5.0,9.0,1.0,3.0,67.0,-5.1,1024.0,0.0
2014-02-04,2014,February,Thursday,5,3.0,13.0,3.0,5.0,63.0,-5.7,1023.8,0.0
2014-02-04,2014,February,Thursday,6,6.0,11.0,4.0,10.0,58.0,-6.2,1024.7,0.0
2014-02-04,2014,February,Thursday,7,5.0,20.0,14.0,20.0,47.0,-6.6,1025.8,0.0
2014-02-04,2014,February,Thursday,8,9.0,24.0,36.0,40.0,27.0,-4.2,1025.9,0.0
2014-02-04,2014,February,Thursday,9,9.0,19.0,36.0,38.0,30.0,-2.2,1025.9,0.0
2014-02-04,2014,February,Thursday,10,11.0,17.0,32.0,26.0,44.0,-0.7,1025.3,0.0
2014-02-04,2014,February,Thursday,11,14.0,8.0,15.0,12.0,61.0,0.3,1024.3,0.0
2014-02-04,2014,February,Thursday,12,10.0,8.0,7.0,9.0,68.0,0.4,1023.2,0.0
2014-02-04,2014,February,Thursday,13,16.0,6.0,3.0,12.0,67.0,0.3,1022.1,0.0
2014-02-04,2014,February,Thursday,14,10.0,6.0,5.0,16.0,63.0,0.7,1021.8,0.0
2014-02-04,2014,February,Thursday,15,9.0,11.0,6.0,18.0,60.0,0.6,1021.6,0.0
2014-02-04,2014,February,Thursday,16,19.0,33.0,11.0,31.0,50.0,-0.5,1020.9,0.0
2014-02-04,2014,February,Thursday,17,46.0,53.0,22.0,36.0,52.0,-1.5,1021.2,0.0
2014-02-04,2014,February,Thursday,18,45.0,61.0,24.0,42.0,44.0,-1.7,1022.1,0.0
2014-02-04,2014,February,Thursday,19,59.0,94.0,31.0,46.0,41.0,-1.7,1022.3,0.0
2014-02-04,2014,February,Thursday,20,89.0,129.0,48.0,46.0,38.0,-2.0,1022.7,0.0
2014-02-04,2014,February,Thursday,21,111.0,151.0,51.0,46.0,34.0,-2.6,1023.2,0.0
2014-02-04,2014,February,Thursday,22,110.0,158.0,53.0,49.0,26.0,-3.6,1023.3,0.0
2014-02-04,2014,February,Thursday,23,76.0,115.0,35.0,41.0,34.0,-4.4,1023.4,0.0
2014-02-05,2014,February,Friday,0,67.0,89.0,35.0,43.0,29.0,-4.0,1023.0,0.0
2014-02-05,2014,February,Friday,1,70.0,84.0,78.0,54.0,17.0,-3.9,1023.0,0.0
2014-02-05,2014,February,Friday,2,72.0,83.0,47.0,50.0,20.0,-4.1,1022.7,0.0
2014-02-05,2014,February,Friday,3,59.0,71.0,33.0,42.0,28.0,-5.1,1022.9,0.0
2014-02-05,2014,February,Friday,4,77.0,94.0,37.0,55.5,3.0,-5.6,1022.9,0.0
2014-02-05,2014,February,Friday,5,104.0,113.0,85.0,69.0,1.0,-6.2,1022.9,0.0
2014-02-05,2014,February,Friday,6,137.0,147.0,165.0,76.0,1.0,-6.3,1023.5,0.0
2014-02-05,2014,February,Friday,7,128.0,132.0,127.0,73.0,1.0,-6.0,1023.5,0.0
2014-02-05,2014,February,Friday,8,107.0,111.0,137.0,69.0,1.0,-5.1,1024.2,0.0
2014-02-05,2014,February,Friday,9,89.0,93.0,84.0,63.0,1.0,-3.5,1024.4,0.0
2014-02-05,2014,February,Friday,10,77.0,84.0,77.0,61.0,2.0,-2.2,1024.0,0.0
2014-02-05,2014,February,Friday,11,83.0,101.0,66.0,61.0,7.0,-0.7,1022.8,0.0
2014-02-05,2014,February,Friday,12,80.0,108.0,50.0,51.0,21.0,0.2,1021.4,0.0
2014-02-05,2014,February,Friday,13,88.0,93.0,47.0,46.0,32.0,0.8,1020.5,0.0
2014-02-05,2014,February,Friday,14,88.0,100.0,49.0,41.0,43.0,0.6,1021.0,0.0
2014-02-05,2014,February,Friday,15,106.0,117.0,55.0,40.0,47.0,0.7,1021.0,0.0
2014-02-05,2014,February,Friday,16,96.0,102.0,57.0,43.0,47.0,0.2,1021.1,0.0
2014-02-05,2014,February,Friday,17,91.0,93.0,61.0,45.0,49.0,0.0,1021.2,0.0
2014-02-05,2014,February,Friday,18,81.0,92.0,69.0,51.0,43.0,-0.8,1021.7,0.0
2014-02-05,2014,February,Friday,19,83.0,95.0,67.0,51.0,42.0,-0.8,1021.9,0.0
2014-02-05,2014,February,Friday,20,80.0,82.0,53.0,52.0,41.0,-2.6,1022.2,0.0
2014-02-05,2014,February,Friday,21,97.0,110.0,51.0,55.0,33.0,-3.7,1022.6,0.0
2014-02-05,2014,February,Friday,22,109.0,118.0,60.0,67.0,17.0,-4.4,1022.7,0.0
2014-02-05,2014,February,Friday,23,106.0,111.0,68.0,70.0,13.0,-2.8,1022.7,0.0
2014-02-06,2014,February,Saturday,0,106.0,104.0,76.0,70.0,12.0,-3.1,1022.5,0.0
2014-02-06,2014,February,Saturday,1,112.0,105.0,73.0,78.0,5.0,-3.6,1022.5,0.0
2014-02-06,2014,February,Saturday,2,158.0,158.0,65.0,95.0,1.0,-3.9,1023.0,0.0
2014-02-06,2014,February,Saturday,3,162.0,160.0,55.0,92.0,1.0,-4.2,1023.0,0.0
2014-02-06,2014,February,Saturday,4,157.0,151.0,53.0,90.0,1.0,-4.5,1022.9,0.0
2014-02-06,2014,February,Saturday,5,152.0,143.0,63.0,84.0,1.0,-4.1,1023.8,0.0
2014-02-06,2014,February,Saturday,6,151.0,140.0,59.0,83.0,1.0,-3.8,1023.9,0.0
2014-02-06,2014,February,Saturday,7,122.0,116.0,60.0,79.0,1.0,-3.8,1024.9,0.0
2014-02-06,2014,February,Saturday,8,120.0,116.0,60.0,78.0,1.0,-3.2,1025.4,0.0
2014-02-06,2014,February,Saturday,9,116.0,112.0,75.0,78.0,1.0,-2.2,1025.7,0.0
2014-02-06,2014,February,Saturday,10,121.0,119.0,83.0,79.0,1.0,-1.3,1025.1,0.0
2014-02-06,2014,February,Saturday,11,118.0,112.0,92.0,79.0,4.0,-0.2,1024.2,0.0
2014-02-06,2014,February,Saturday,12,114.0,104.0,92.0,80.0,11.0,0.6,1023.1,0.0
2014-02-06,2014,February,Saturday,13,113.0,102.0,92.0,81.0,15.0,1.8,1022.8,0.0
2014-02-06,2014,February,Saturday,14,105.0,95.0,83.0,77.0,23.0,1.5,1023.3,0.0
2014-02-06,2014,February,Saturday,15,102.0,94.0,72.0,73.0,32.0,1.2,1023.6,0.0
2014-02-06,2014,February,Saturday,16,92.0,91.0,67.0,76.0,31.0,0.8,1023.2,0.0
2014-02-06,2014,February,Saturday,17,89.0,84.0,70.0,78.0,32.0,0.0,1023.2,0.0
2014-02-06,2014,February,Saturday,18,92.0,87.0,64.0,72.0,39.0,-0.4,1023.3,0.0
2014-02-06,2014,February,Saturday,19,88.0,87.0,63.0,69.0,37.0,0.0,1023.6,0.0
2014-02-06,2014,February,Saturday,20,105.0,112.0,67.0,69.0,34.0,0.2,1024.2,0.0
2014-02-06,2014,February,Saturday,21,122.0,126.0,72.0,73.0,29.0,0.1,1024.7,0.0
2014-02-06,2014,February,Saturday,22,139.0,156.0,78.0,93.0,8.0,-0.5,1024.7,0.0
2014-02-06,2014,February,Saturday,23,101.0,94.0,45.0,79.0,6.0,-0.8,1024.6,0.0
2014-02-07,2014,February,Sunday,0,80.0,63.0,33.0,59.0,18.0,-1.0,1024.2,0.0
2014-02-07,2014,February,Sunday,1,71.0,46.0,30.0,50.0,27.0,-1.3,1024.1,0.0
2014-02-07,2014,February,Sunday,2,76.0,56.0,35.0,58.0,18.0,-1.4,1023.3,0.0
2014-02-07,2014,February,Sunday,3,76.0,56.0,38.0,61.0,17.0,-1.3,1022.7,0.0
2014-02-07,2014,February,Sunday,4,86.0,65.0,45.0,66.0,8.0,-1.5,1022.4,0.0
2014-02-07,2014,February,Sunday,5,97.0,82.0,43.0,65.0,4.0,-2.5,1022.2,0.1
2014-02-07,2014,February,Sunday,6,103.0,95.0,32.0,59.0,10.0,-3.0,1022.7,0.3
2014-02-07,2014,February,Sunday,7,97.0,77.0,21.0,57.0,13.0,-3.5,1022.7,0.4
2014-02-07,2014,February,Sunday,8,92.0,70.0,16.0,62.0,7.0,-3.5,1022.6,0.2
2014-02-07,2014,February,Sunday,9,89.0,62.0,18.0,56.0,14.0,-3.3,1022.7,0.9
2014-02-07,2014,February,Sunday,10,90.0,62.0,17.0,60.0,9.0,-2.7,1022.2,0.6
2014-02-07,2014,February,Sunday,11,95.0,64.0,18.0,59.0,10.0,-2.4,1021.2,0.4
2014-02-07,2014,February,Sunday,12,101.0,64.0,21.0,56.0,17.0,-2.5,1020.1,0.1
2014-02-07,2014,February,Sunday,13,102.0,60.0,20.0,55.0,23.0,-2.4,1019.2,0.2
2014-02-07,2014,February,Sunday,14,91.0,54.0,20.0,54.0,27.0,-2.2,1018.6,0.1
2014-02-07,2014,February,Sunday,15,86.0,56.0,19.0,52.0,30.0,-2.5,1018.3,0.1
2014-02-07,2014,February,Sunday,16,86.0,52.0,19.0,54.0,33.0,-2.8,1018.4,0.1
2014-02-07,2014,February,Sunday,17,83.0,58.0,20.0,58.0,30.0,-2.8,1018.6,0.3
2014-02-07,2014,February,Sunday,18,86.0,63.0,19.0,66.0,23.0,-2.8,1018.5,0.2
2014-02-07,2014,February,Sunday,19,89.0,68.0,21.0,75.0,13.0,-3.0,1018.5,0.0
2014-02-07,2014,February,Sunday,20,95.0,69.0,24.0,81.0,5.0,-3.1,1018.6,0.0
2014-02-07,2014,February,Sunday,21,91.0,68.0,25.0,76.0,7.0,-3.2,1018.5,0.0
2014-02-07,2014,February,Sunday,22,85.0,56.0,23.0,65.0,16.0,-3.1,1018.6,0.1
2014-02-07,2014,February,Sunday,23,81.0,60.0,21.0,64.0,13.0,-3.1,1018.7,0.0
2014-02-08,2014,February,,0,79.0,56.0,18.0,61.0,15.0,-2.9,1018.6,0.2
2014-02-08,2014,February,,1,70.0,48.0,16.0,57.0,16.0,-3.3,1018.9,0.0
2014-02-08,2014,February,,2,71.0,44.0,13.0,47.0,24.0,-3.4,1019.0,0.3
2014-02-08,2014,February,,3,78.0,54.0,10.0,39.0,30.0,-3.5,1018.6,0.0
2014-02-08,2014,February,,4,125.0,88.0,18.0,58.0,1.0,-4.1,1018.5,0.0
2014-02-08,2014,February,,5,127.0,94.0,36.0,77.0,1.0,-4.0,1018.5,0.0
2014-02-08,2014,February,,6,132.0,96.0,40.0,77.0,1.0,-4.4,1019.4,0.0
2014-02-08,2014,February,,7,122.0,96.0,38.0,78.0,1.0,-4.7,1020.3,0.0
2014-02-08,2014,February,,8,127.0,99.0,38.0,77.0,1.0,-2.9,1020.9,0.0
2014-02-08,2014,February,,9,124.0,90.0,49.5,68.5,10.5,-0.3,1021.6,0.0
2014-02-08,2014,February,,10,85.0,37.0,61.0,60.0,20.0,0.9,1021.6,0.0
2014-02-08,2014,February,,11,34.0,6.0,30.0,31.0,46.0,0.7,1021.0,0.0
2014-02-08,2014,February,,12,14.0,6.0,20.0,20.0,58.0,1.2,1021.1,0.0
2014-02-08,2014,February,,13,16.0,6.0,18.0,18.0,61.0,1.3,1021.0,0.0
2014-02-08,2014,February,,14,16.0,6.0,18.0,18.0,59.0,1.7,1021.2,0.0
2014-02-08,2014,February,,15,10.0,7.0,16.0,18.0,57.0,1.2,1021.9,0.0
2014-02-08,2014,February,,16,10.0,7.0,14.0,18.0,55.0,-0.2,1022.6,0.0
2014-02-08,2014,February,,17,8.0,9.0,11.5,22.5,53.0,-1.5,1023.6,0.0
2014-02-08,2014,February,,18,14.0,31.0,9.0,27.0,51.0,-2.7,1025.5,0.0
2014-02-08,2014,February,,19,12.0,20.0,11.0,25.0,52.0,-3.8,1027.0,0.0
2014-02-08,2014,February,,20,12.0,19.0,12.0,25.0,51.0,-5.3,1028.0,0.0
2014-02-08,2014,February,,21,7.0,12.0,17.0,26.0,50.0,-6.1,1029.2,0.0
2014-02-08,2014,February,,22,6.0,8.0,16.0,25.0,49.0,-6.6,1030.0,0.0
2014-02-08,2014,February,,23,10.0,6.0,9.0,20.0,53.0,-7.0,1030.7,0.0
2014-02-09,2014,February,,0,10.0,12.0,7.0,12.0,58.0,-7.6,1031.0,0.0
2014-02-09,2014,February,,1,8.0,6.0,8.0,10.0,58.0,-8.0,1031.1,0.0
2014-02-09,2014,February,,2,7.0,6.0,11.5,10.0,55.0,-8.5,1031.1,0.0
2014-02-09,2014,February,,3,8.0,6.0,15.0,15.0,53.0,-8.5,1031.4,0.0
2014-02-09,2014,February,,4,6.0,6.0,19.0,21.666666666666668,38.0,-9.0,1031.5,0.0
2014-02-09,2014,February,,5,10.0,6.0,33.0,28.333333333333336,23.0,-8.9,1031.7,0.0
2014-02-09,2014,February,,6,4.0,7.0,25.0,35.0,10.0,-9.3,1031.8,0.0
2014-02-09,2014,February,,7,11.0,15.0,44.0,39.0,5.0,-8.9,1032.0,0.0
2014-02-09,2014,February,,8,17.0,16.0,51.0,45.0,1.0,-7.4,1032.2,0.0
2014-02-09,2014,February,,9,10.0,15.0,41.0,33.0,13.0,-5.8,1032.5,0.0
2014-02-09,2014,February,,10,12.0,8.0,23.0,21.0,27.0,-4.1,1032.1,0.0
2014-02-09,2014,February,,11,9.0,6.0,19.0,19.0,32.0,-3.3,1031.1,0.0
2014-02-09,2014,February,,12,11.0,6.0,15.0,16.0,37.0,-2.5,1029.7,0.0
2014-02-09,2014,February,,13,9.0,6.0,13.0,16.0,39.0,-1.6,1028.8,0.0
2014-02-09,2014,February,,14,12.0,6.0,12.0,17.0,40.0,-1.0,1028.3,0.0
2014-02-09,2014,February,,15,11.0,9.0,12.0,17.0,41.0,-1.0,1028.2,0.0
2014-02-09,2014,February,,16,10.0,10.0,12.0,18.0,41.0,-1.3,1028.2,0.0
2014-02-09,2014,February,,17,4.0,9.0,8.0,17.0,41.0,-3.4,1028.7,0.0
2014-02-09,2014,February,,18,11.0,14.0,8.0,21.0,35.0,-3.7,1029.5,0.0
2014-02-09,2014,February,,19,10.0,15.0,10.0,32.0,22.0,-4.4,1029.8,0.0
2014-02-09,2014,February,,20,11.0,15.0,13.0,31.0,21.0,-4.4,1030.4,0.0
2014-02-09,2014,February,,21,11.0,22.0,17.0,38.0,12.0,-4.8,1030.8,0.0
2014-02-09,2014,February,,22,16.0,21.0,29.0,35.0,14.0,-5.3,1031.3,0.0
2014-02-09,2014,February,,23,19.0,22.0,36.0,40.0,8.0,-5.9,1031.5,0.0
2014-02-10,2014,February,,0,15.0,18.0,34.0,43.0,4.0,-6.6,1031.6,0.0
2014-02-10,2014,February,,1,12.0,8.0,20.0,33.0,14.0,-7.1,1031.8,0.0
2014-02-10,2014,February,,2,11.0,11.0,21.5,32.0,13.0,-7.5,1031.2,0.0
2014-02-10,2014,February,,3,12.0,7.0,23.0,30.0,15.0,-8.7,1031.1,0.0
2014-02-10,2014,February,,4,12.0,9.0,25.0,33.0,11.5,-10.3,1030.9,0.0
2014-02-10,2014,February,,5,13.0,8.0,34.0,36.0,8.0,-11.4,1031.2,0.0
2014-02-10,2014,February,,6,9.0,15.0,39.0,39.0,5.0,-12.2,1031.3,0.0
2014-02-10,2014,February,,7,10.0,13.0,30.0,53.0,1.0,-12.2,1031.7,0.0
2014-02-10,2014,February,,8,10.0,13.0,12.0,46.0,1.0,-6.6,1032.1,0.0
2014-02-10,2014,February,,9,8.0,11.0,14.0,38.0,9.0,-4.7,1032.0,0.0
2014-02-10,2014,February,,10,12.0,11.0,21.0,33.0,16.0,-3.5,1031.3,0.0
2014-02-10,2014,February,,11,16.0,16.0,26.0,34.0,18.0,-2.5,1029.5,0.0
2014-02-10,2014,February,,12,17.0,14.0,24.0,34.0,22.0,-2.1,1028.3,0.0
2014-02-10,2014,February,,13,19.0,16.0,17.0,36.0,26.0,-1.7,1027.3,0.0
2014-02-10,2014,February,,14,20.0,18.0,15.0,40.0,27.0,-1.2,1026.2,0.0
2014-02-10,2014,February,,15,19.333333333333332,19.666666666666668,15.333333333333334,38.333333333333336,30.0,-1.8,1025.8,0.0
2014-02-10,2014,February,,16,18.666666666666668,21.333333333333332,15.666666666666666,36.666666666666664,33.0,-2.8,1025.7,0.0
2014-02-10,2014,February,,17,18.0,23.0,16.0,35.0,36.0,-3.7,1025.9,0.0
2014-02-10,2014,February,,18,31.0,43.0,19.0,46.0,26.0,-4.2,1025.8,0.0
2014-02-10,2014,February,,19,39.0,49.0,26.0,48.0,22.0,-5.1,1026.1,0.0
2014-02-10,2014,February,,20,41.0,56.0,27.0,50.0,18.0,-7.5,1025.9,0.0
2014-02-10,2014,February,,21,50.0,63.0,28.0,61.0,4.0,-8.4,1025.9,0.0
2014-02-10,2014,February,,22,59.0,71.0,30.0,75.0,1.0,-9.2,1025.6,0.0
2014-02-10,2014,February,,23,63.0,73.0,40.0,76.0,1.0,-10.0,1025.3,0.0
2014-02-11,2014,February,,0,68.0,77.0,43.0,89.0,1.0,-10.7,1024.8,0.0
2014-02-11,2014,February,,1,75.0,85.0,52.0,79.0,1.0,-9.5,1024.3,0.0
2014-02-11,2014,February,,2,79.0,85.0,64.5,85.0,1.0,-8.3,1023.9,0.0
2014-02-11,2014,February,,3,69.0,75.0,77.0,86.0,1.0,-8.7,1023.3,0.0
2014-02-11,2014,February,,4,82.0,93.0,65.0,89.0,1.0,-9.1,1022.9,0.0
2014-02-11,2014,February,,5,79.0,87.0,65.0,86.5,1.0,-10.1,1022.7,0.0
2014-02-11,2014,February,,6,89.0,92.0,60.0,84.0,1.0,-9.2,1023.2,0.0
2014-02-11,2014,February,,7,83.0,90.0,58.0,81.0,1.0,-8.5,1023.9,0.0
2014-02-11,2014,February,,8,68.0,81.0,66.0,77.0,1.0,-7.1,1024.0,0.0
2014-02-11,2014,February,,9,62.0,73.0,82.0,74.0,1.0,-5.4,1023.5,0.0
2014-02-11,2014,February,,10,59.0,67.0,69.0,71.0,1.0,-2.9,1022.9,0.0
2014-02-11,2014,February,,11,64.0,69.0,54.0,64.0,20.0,-2.0,1022.0,0.0
2014-02-11,2014,February,,12,72.5,73.5,52.0,66.0,28.5,-0.4,1020.5,0.0
2014-02-11,2014,February,,13,81.0,78.0,50.0,68.0,37.0,0.7,1019.8,0.0
2014-02-11,2014,February,,14,100.0,106.0,59.0,83.0,34.0,0.7,1019.4,0.0
2014-02-11,2014,February,,15,141.0,142.0,73.0,90.0,36.0,0.3,1019.5,0.0
2014-02-11,2014,February,,16,118.0,114.0,66.0,67.0,55.0,-0.3,1019.5,0.0
2014-02-11,2014,February,,17,125.0,117.0,65.0,76.0,44.0,-1.4,1020.1,0.0
2014-02-11,2014,February,,18,142.0,152.0,84.0,94.0,29.0,-1.8,1020.8,0.0
2014-02-11,2014,February,,19,194.0,203.0,98.0,109.0,13.0,-4.2,1021.1,0.0
2014-02-11,2014,February,,20,174.0,174.0,96.0,108.0,8.0,-6.0,1022.0,0.0
2014-02-11,2014,February,,21,160.0,157.0,95.0,105.0,6.0,-7.1,1022.2,0.0
